sample_id,split_hint,source_file,crop_file,label_class,image_width,image_height,bbox_x1,bbox_y1,bbox_x2,bbox_y2,crop_x1,crop_y1,crop_x2,crop_y2,ocr_suggestion,ocr_suggestion_confidence,ocr_suggestion_quality,ocr_suggestion_engine,final_text,review_status,reviewer,notes
6821_104_0_jpg.rf.fc3d23539c31d1bc8bc614ca931b2583__0081,train,6821_104_0_jpg.rf.fc3d23539c31d1bc8bc614ca931b2583.jpg,crops/6821_104_0_jpg.rf.fc3d23539c31d1bc8bc614ca931b2583__0081.png,number,640,640,293,239,537,297,274,230,556,309,538015H,0.56,1.3657,tesseract:gray,,pending,,
8149_104_1_jpg.rf.1eba307b0e5032e09951978a95e8a4cd__0082,train,8149_104_1_jpg.rf.1eba307b0e5032e09951978a95e8a4cd.jpg,crops/8149_104_1_jpg.rf.1eba307b0e5032e09951978a95e8a4cd__0082.png,number,640,640,283,209,516,270,265,200,534,283,6325204,0.5,2.15,tesseract:gray,,pending,,
9543_104_1_jpg.rf.c1f3acd41a05169a34d853210d0d2181__0083,validation,9543_104_1_jpg.rf.c1f3acd41a05169a34d853210d0d2181.jpg,crops/9543_104_1_jpg.rf.c1f3acd41a05169a34d853210d0d2181__0083.png,number,640,640,64,168,202,234,53,158,213,248,545322,0.56,1.53,tesseract:otsu,,pending,,
2745_104_0_jpg.rf.d96357e769b699be3f47687eee0d51af__0084,validation,2745_104_0_jpg.rf.d96357e769b699be3f47687eee0d51af.jpg,crops/2745_104_0_jpg.rf.d96357e769b699be3f47687eee0d51af__0084.png,number,640,640,22,203,85,263,16,194,91,276,,,,,,pending,,
6482_104_0_jpg.rf.db8f1f8f7c506b3647d2aa8ca4538aec__0085,train,6482_104_0_jpg.rf.db8f1f8f7c506b3647d2aa8ca4538aec.jpg,crops/6482_104_0_jpg.rf.db8f1f8f7c506b3647d2aa8ca4538aec__0085.png,number,640,640,81,173,206,244,71,162,216,259,,,,,,pending,,
9673_104_1_jpg.rf.e274af531e9ecc338120b458852d7250__0086,train,9673_104_1_jpg.rf.e274af531e9ecc338120b458852d7250.jpg,crops/9673_104_1_jpg.rf.e274af531e9ecc338120b458852d7250__0086.png,number,640,640,191,193,400,250,175,184,416,262,,,,,,pending,,
2478_104_1_jpg.rf.c2954bea356e61564ade087fdb7f3fe1__0087,train,2478_104_1_jpg.rf.c2954bea356e61564ade087fdb7f3fe1.jpg,crops/2478_104_1_jpg.rf.c2954bea356e61564ade087fdb7f3fe1__0087.png,number,640,640,98,168,267,235,85,158,280,249,,,,,,pending,,
6469_104_0_jpg.rf.9f346fcddeef6cb8ac240ba8b3269cf0__0088,train,6469_104_0_jpg.rf.9f346fcddeef6cb8ac240ba8b3269cf0.jpg,crops/6469_104_0_jpg.rf.9f346fcddeef6cb8ac240ba8b3269cf0__0088.png,number,640,640,31,213,116,279,25,203,122,293,,,,,,pending,,
2480_104_0_jpg.rf.4ce0015df3828bde57ad8f7c3d55f05a__0089,train,2480_104_0_jpg.rf.4ce0015df3828bde57ad8f7c3d55f05a.jpg,crops/2480_104_0_jpg.rf.4ce0015df3828bde57ad8f7c3d55f05a__0089.png,number,640,640,248,190,488,256,229,180,507,270,2244934,0.5,2.15,tesseract:gray,,pending,,
2592_104_0_jpg.rf.4ffbf2493d25dd8624e723f0d53df0a5__0090,train,2592_104_0_jpg.rf.4ffbf2493d25dd8624e723f0d53df0a5.jpg,crops/2592_104_0_jpg.rf.4ffbf2493d25dd8624e723f0d53df0a5__0090.png,number,640,640,59,186,173,251,50,176,182,265,0164019,0.56,2.21,tesseract:gray,,pending,,
2728_104_0_jpg.rf.7d34d6294e5a3441de22f8ae510f1637__0091,train,2728_104_0_jpg.rf.7d34d6294e5a3441de22f8ae510f1637.jpg,crops/2728_104_0_jpg.rf.7d34d6294e5a3441de22f8ae510f1637__0091.png,number,640,640,37,201,101,261,31,192,107,274,,,,,,pending,,
6368_104_0_jpg.rf.26e113de281e64da37219599d5643d64__0092,train,6368_104_0_jpg.rf.26e113de281e64da37219599d5643d64.jpg,crops/6368_104_0_jpg.rf.26e113de281e64da37219599d5643d64__0092.png,number,640,640,268,198,482,260,251,189,499,273,6321356,0.56,2.21,tesseract:gray,,pending,,
2657_104_1_jpg.rf.f658046887f26236347f0408a517238b__0093,train,2657_104_1_jpg.rf.f658046887f26236347f0408a517238b.jpg,crops/2657_104_1_jpg.rf.f658046887f26236347f0408a517238b__0093.png,number,640,640,88,180,253,242,75,171,266,255,60164019,0.56,2.21,tesseract:gray,,pending,,
6158_104_0_jpg.rf.80736be34fdf925c99a498632f26a758__0094,train,6158_104_0_jpg.rf.80736be34fdf925c99a498632f26a758.jpg,crops/6158_104_0_jpg.rf.80736be34fdf925c99a498632f26a758__0094.png,number,640,640,64,184,146,246,58,175,152,259,,,,,,pending,,
3514_104_1_jpg.rf.0ca33ec54b356289d7e8934a8109ca6a__0095,train,3514_104_1_jpg.rf.0ca33ec54b356289d7e8934a8109ca6a.jpg,crops/3514_104_1_jpg.rf.0ca33ec54b356289d7e8934a8109ca6a__0095.png,number,640,640,277,198,488,257,261,189,504,269,61P2036,0.5,1.3057,tesseract:gray,,pending,,
3548_104_1_jpg.rf.6572aa39314dcc8b60ac0738306a6256__0096,train,3548_104_1_jpg.rf.6572aa39314dcc8b60ac0738306a6256.jpg,crops/3548_104_1_jpg.rf.6572aa39314dcc8b60ac0738306a6256__0096.png,number,640,640,267,190,490,249,250,181,507,261,,,,,,pending,,
6073_104_1_jpg.rf.b0bd8a578da92caafa88ba42b859d396__0097,train,6073_104_1_jpg.rf.b0bd8a578da92caafa88ba42b859d396.jpg,crops/6073_104_1_jpg.rf.b0bd8a578da92caafa88ba42b859d396__0097.png,number,640,640,200,188,431,254,182,178,449,268,64786315,0.56,2.21,tesseract:gray,,pending,,
167_104_0_jpg.rf.0132bc81442703909d2e7aab658a155e__0098,train,167_104_0_jpg.rf.0132bc81442703909d2e7aab658a155e.jpg,crops/167_104_0_jpg.rf.0132bc81442703909d2e7aab658a155e__0098.png,number,640,640,54,189,130,253,48,179,136,267,,,,,,pending,,
6099_104_1_jpg.rf.46688ab53f2ec37e3c6ac12b649a6d5e__0099,train,6099_104_1_jpg.rf.46688ab53f2ec37e3c6ac12b649a6d5e.jpg,crops/6099_104_1_jpg.rf.46688ab53f2ec37e3c6ac12b649a6d5e__0099.png,number,640,640,298,224,527,283,280,215,545,295,1435144580,0.5,1.47,tesseract:gray,,pending,,
6256_104_0_jpg.rf.39f7a41fd695a369b910994c3d221f3f__0100,train,6256_104_0_jpg.rf.39f7a41fd695a369b910994c3d221f3f.jpg,crops/6256_104_0_jpg.rf.39f7a41fd695a369b910994c3d221f3f__0100.png,number,640,640,60,229,184,293,51,219,193,307,,,,,,pending,,
6108_104_0_jpg.rf.a153f18780e1ba294a0671eb21b340da__0101,validation,6108_104_0_jpg.rf.a153f18780e1ba294a0671eb21b340da.jpg,crops/6108_104_0_jpg.rf.a153f18780e1ba294a0671eb21b340da__0101.png,number,640,640,34,229,125,293,27,219,132,307,,,,,,pending,,
6159_104_0_jpg.rf.e56210a64600f8a09f6b7bbb19b3044f__0102,validation,6159_104_0_jpg.rf.e56210a64600f8a09f6b7bbb19b3044f.jpg,crops/6159_104_0_jpg.rf.e56210a64600f8a09f6b7bbb19b3044f__0102.png,number,640,640,120,173,280,234,108,164,292,247,6321350,0.56,2.21,tesseract:gray,,pending,,
2753_104_0_jpg.rf.650228623f061090edca478b49138a82__0103,train,2753_104_0_jpg.rf.650228623f061090edca478b49138a82.jpg,crops/2753_104_0_jpg.rf.650228623f061090edca478b49138a82__0103.png,number,640,640,45,188,152,255,37,178,160,269,,,,,,pending,,
6848_104_0_jpg.rf.c026162ae1f12275940e9783058b7ec0__0104,train,6848_104_0_jpg.rf.c026162ae1f12275940e9783058b7ec0.jpg,crops/6848_104_0_jpg.rf.c026162ae1f12275940e9783058b7ec0__0104.png,number,640,640,95,202,269,276,82,191,282,292,3399098,0.5,2.15,tesseract:gray,,pending,,
6362_104_0_jpg.rf.0a13dd29fd9850f453704da656de5a10__0105,train,6362_104_0_jpg.rf.0a13dd29fd9850f453704da656de5a10.jpg,crops/6362_104_0_jpg.rf.0a13dd29fd9850f453704da656de5a10__0105.png,number,640,640,90,172,213,235,81,162,222,248,,,,,,pending,,
6075_104_0_jpg.rf.8a37f3d611a04774544ee193c03a2b34__0106,train,6075_104_0_jpg.rf.8a37f3d611a04774544ee193c03a2b34.jpg,crops/6075_104_0_jpg.rf.8a37f3d611a04774544ee193c03a2b34__0106.png,number,640,640,82,191,225,264,71,180,236,280,54086313,0.56,2.21,tesseract:otsu,,pending,,
6411_104_1_jpg.rf.939d369ca64901696799bf9dcb75c457__0107,train,6411_104_1_jpg.rf.939d369ca64901696799bf9dcb75c457.jpg,crops/6411_104_1_jpg.rf.939d369ca64901696799bf9dcb75c457__0107.png,number,640,640,176,187,379,250,160,177,395,263,6521358,0.5,2.15,tesseract:gray,,pending,,
2699_104_1_jpg.rf.e3188fa4dbfc3aa6835ca99cb462dab0__0108,train,2699_104_1_jpg.rf.e3188fa4dbfc3aa6835ca99cb462dab0.jpg,crops/2699_104_1_jpg.rf.e3188fa4dbfc3aa6835ca99cb462dab0__0108.png,number,640,640,306,195,540,256,288,186,558,269,64533177,0.5,2.15,tesseract:gray,,pending,,
3200_104_0_jpg.rf.eed82edf6183a6bdff1a579e1842518c__0109,train,3200_104_0_jpg.rf.eed82edf6183a6bdff1a579e1842518c.jpg,crops/3200_104_0_jpg.rf.eed82edf6183a6bdff1a579e1842518c__0109.png,number,640,640,45,196,136,262,38,186,143,276,,,,,,pending,,
2454_104_0_jpg.rf.b7a26fc72b78693934785749cff6b0e1__0110,train,2454_104_0_jpg.rf.b7a26fc72b78693934785749cff6b0e1.jpg,crops/2454_104_0_jpg.rf.b7a26fc72b78693934785749cff6b0e1__0110.png,number,640,640,14,215,69,275,8,206,75,288,,,,,,pending,,
9636_104_0_jpg.rf.4a759fe933e079820fd3cf95bdfa3691__0111,train,9636_104_0_jpg.rf.4a759fe933e079820fd3cf95bdfa3691.jpg,crops/9636_104_0_jpg.rf.4a759fe933e079820fd3cf95bdfa3691__0111.png,number,640,640,280,204,534,270,260,194,554,284,61300059,0.56,2.21,tesseract:gray,,pending,,
6452_104_0_jpg.rf.a017eae857fd0d03bdb08a10c266787a__0112,train,6452_104_0_jpg.rf.a017eae857fd0d03bdb08a10c266787a.jpg,crops/6452_104_0_jpg.rf.a017eae857fd0d03bdb08a10c266787a__0112.png,number,640,640,267,198,504,256,249,189,522,268,54285232,0.5,2.15,tesseract:gray,,pending,,
148_104_0_jpg.rf.b2647cab9990a79690ec8c503128279c__0113,train,148_104_0_jpg.rf.b2647cab9990a79690ec8c503128279c.jpg,crops/148_104_0_jpg.rf.b2647cab9990a79690ec8c503128279c__0113.png,number,640,640,95,196,290,268,80,185,305,283,8468355,0.5,2.15,tesseract:otsu,,pending,,
6451_104_1_jpg.rf.402167ab7bef06b3d6dd07a6fea61b02__0114,validation,6451_104_1_jpg.rf.402167ab7bef06b3d6dd07a6fea61b02.jpg,crops/6451_104_1_jpg.rf.402167ab7bef06b3d6dd07a6fea61b02__0114.png,number,640,640,151,189,380,252,133,179,398,265,44285232,0.5,2.15,tesseract:gray,,pending,,
6804_104_1_jpg.rf.e0088d27a71e976180d509200d013aa4__0115,train,6804_104_1_jpg.rf.e0088d27a71e976180d509200d013aa4.jpg,crops/6804_104_1_jpg.rf.e0088d27a71e976180d509200d013aa4__0115.png,number,640,640,135,175,327,242,120,165,342,256,,,,,,pending,,
3531_104_1_jpg.rf.615f6e12f74f62b9f3c9de7b819c86ca__0116,train,3531_104_1_jpg.rf.615f6e12f74f62b9f3c9de7b819c86ca.jpg,crops/3531_104_1_jpg.rf.615f6e12f74f62b9f3c9de7b819c86ca__0116.png,number,640,640,280,200,506,262,262,191,524,275,,,,,,pending,,
9518_104_0_jpg.rf.0e15ad4fed3931be6a38162d65817497__0117,train,9518_104_0_jpg.rf.0e15ad4fed3931be6a38162d65817497.jpg,crops/9518_104_0_jpg.rf.0e15ad4fed3931be6a38162d65817497__0117.png,number,640,640,36,220,106,277,30,211,112,289,,,,,,pending,,
6337_104_0_jpg.rf.1f8ffa5089eb87c34f482a35d3a86eeb__0118,train,6337_104_0_jpg.rf.1f8ffa5089eb87c34f482a35d3a86eeb.jpg,crops/6337_104_0_jpg.rf.1f8ffa5089eb87c34f482a35d3a86eeb__0118.png,number,640,640,86,171,211,233,76,162,221,246,4325561,0.56,2.21,tesseract:gray,,pending,,
4911_104_0_jpg.rf.6b0856f5d73169b0e8b273dbe3e1faf8__0119,train,4911_104_0_jpg.rf.6b0856f5d73169b0e8b273dbe3e1faf8.jpg,crops/4911_104_0_jpg.rf.6b0856f5d73169b0e8b273dbe3e1faf8__0119.png,number,640,640,144,172,376,236,126,162,394,250,295205,0.5,1.47,tesseract:gray,,pending,,
2225_104_0_jpg.rf.1500f710afb026ebb02efe6df7da816f__0120,validation,2225_104_0_jpg.rf.1500f710afb026ebb02efe6df7da816f.jpg,crops/2225_104_0_jpg.rf.1500f710afb026ebb02efe6df7da816f__0120.png,number,640,640,90,165,230,226,79,156,241,239,65115222,0.56,2.21,tesseract:gray,,pending,,
3481_104_0_jpg.rf.c1f19c764809b4c4e5996d900d4b84d4__0121,train,3481_104_0_jpg.rf.c1f19c764809b4c4e5996d900d4b84d4.jpg,crops/3481_104_0_jpg.rf.c1f19c764809b4c4e5996d900d4b84d4__0121.png,number,640,640,33,206,90,264,27,197,96,276,,,,,,pending,,
6167_104_0_jpg.rf.c6b52ba5b84bc6a02af3ac92b78ab130__0122,train,6167_104_0_jpg.rf.c6b52ba5b84bc6a02af3ac92b78ab130.jpg,crops/6167_104_0_jpg.rf.c6b52ba5b84bc6a02af3ac92b78ab130__0122.png,number,640,640,110,170,282,233,97,160,295,246,4008271,0.56,2.21,tesseract:inv_otsu,,pending,,
3278_104_0_jpg.rf.815e9c817d8e9ceb529801d683bd786b__0123,train,3278_104_0_jpg.rf.815e9c817d8e9ceb529801d683bd786b.jpg,crops/3278_104_0_jpg.rf.815e9c817d8e9ceb529801d683bd786b__0123.png,number,640,640,48,177,132,242,42,167,138,256,,,,,,pending,,
6759_104_0_jpg.rf.2b7d0ff53408c08974217b165d050b79__0124,validation,6759_104_0_jpg.rf.2b7d0ff53408c08974217b165d050b79.jpg,crops/6759_104_0_jpg.rf.2b7d0ff53408c08974217b165d050b79__0124.png,number,640,640,2,215,83,279,0,205,89,293,,,,,,pending,,
2740_104_0_jpg.rf.ad94bef47056f2da1b28dffff40a48ff__0125,train,2740_104_0_jpg.rf.ad94bef47056f2da1b28dffff40a48ff.jpg,crops/2740_104_0_jpg.rf.ad94bef47056f2da1b28dffff40a48ff__0125.png,number,640,640,126,196,210,260,120,186,216,274,,,,,,pending,,
6275_104_1_jpg.rf.b6ea93a7d7438fdc5b5bc584b9598d41__0126,train,6275_104_1_jpg.rf.b6ea93a7d7438fdc5b5bc584b9598d41.jpg,crops/6275_104_1_jpg.rf.b6ea93a7d7438fdc5b5bc584b9598d41__0126.png,number,640,640,288,194,499,253,272,185,515,265,6521858,0.5,2.15,tesseract:gray,,pending,,
6234_104_1_jpg.rf.4234437ed5af6c605f2bc690b4877c5f__0127,train,6234_104_1_jpg.rf.4234437ed5af6c605f2bc690b4877c5f.jpg,crops/6234_104_1_jpg.rf.4234437ed5af6c605f2bc690b4877c5f__0127.png,number,640,640,100,197,283,266,86,186,297,281,3790810,0.56,2.21,tesseract:gray,,pending,,
2914_104_0_jpg.rf.024ae9e3e7637e016a8a2052c4761c45__0128,train,2914_104_0_jpg.rf.024ae9e3e7637e016a8a2052c4761c45.jpg,crops/2914_104_0_jpg.rf.024ae9e3e7637e016a8a2052c4761c45__0128.png,number,640,640,286,237,541,306,266,226,561,321,427345,0.56,1.53,tesseract:gray,,pending,,
2465_104_0_jpg.rf.b369e30664b9097d905b854abb2971d6__0129,train,2465_104_0_jpg.rf.b369e30664b9097d905b854abb2971d6.jpg,crops/2465_104_0_jpg.rf.b369e30664b9097d905b854abb2971d6__0129.png,number,640,640,36,212,107,277,30,202,113,291,,,,,,pending,,
9637_104_0_jpg.rf.5d34cf8f82b481630d8b7ab7b6148912__0130,train,9637_104_0_jpg.rf.5d34cf8f82b481630d8b7ab7b6148912.jpg,crops/9637_104_0_jpg.rf.5d34cf8f82b481630d8b7ab7b6148912__0130.png,number,640,640,140,185,366,253,122,175,384,267,61300059,0.56,2.21,tesseract:gray,,pending,,
3529_104_0_jpg.rf.599aa1779078df47e3589614ef0b448d__0131,validation,3529_104_0_jpg.rf.599aa1779078df47e3589614ef0b448d.jpg,crops/3529_104_0_jpg.rf.599aa1779078df47e3589614ef0b448d__0131.png,number,640,640,65,196,188,264,56,186,197,278,,,,,,pending,,
6816_104_0_jpg.rf.01d034dd834e3fcf420a4d3a118e41f7__0132,train,6816_104_0_jpg.rf.01d034dd834e3fcf420a4d3a118e41f7.jpg,crops/6816_104_0_jpg.rf.01d034dd834e3fcf420a4d3a118e41f7__0132.png,number,640,640,326,207,557,266,308,198,575,278,,,,,,pending,,
9643_104_0_jpg.rf.684fc87018962948faf02dec2f5102a5__0133,train,9643_104_0_jpg.rf.684fc87018962948faf02dec2f5102a5.jpg,crops/9643_104_0_jpg.rf.684fc87018962948faf02dec2f5102a5__0133.png,number,640,640,62,181,160,244,55,171,167,257,54314206,0.56,2.21,tesseract:gray,,pending,,
2456_104_0_jpg.rf.b84b821aa1f4bacb97659afc4cb54489__0134,train,2456_104_0_jpg.rf.b84b821aa1f4bacb97659afc4cb54489.jpg,crops/2456_104_0_jpg.rf.b84b821aa1f4bacb97659afc4cb54489__0134.png,number,640,640,87,171,269,244,73,160,283,260,3470807,0.56,2.21,tesseract:inv_otsu,,pending,,
392_104_1_jpg.rf.7759b6c3e2c9bcaf77f163196771d47e__0135,train,392_104_1_jpg.rf.7759b6c3e2c9bcaf77f163196771d47e.jpg,crops/392_104_1_jpg.rf.7759b6c3e2c9bcaf77f163196771d47e__0135.png,number,640,640,232,192,451,258,215,182,468,272,,,,,,pending,,
3261_104_1_jpg.rf.5df976f3f765d95bc87d6de2535f2a25__0136,train,3261_104_1_jpg.rf.5df976f3f765d95bc87d6de2535f2a25.jpg,crops/3261_104_1_jpg.rf.5df976f3f765d95bc87d6de2535f2a25__0136.png,number,640,640,139,196,327,264,124,186,342,278,81814304,0.5,2.15,tesseract:gray,,pending,,
6794_104_1_jpeg.rf.3c19421ec49df63f6e60a52bd6282937__0137,validation,6794_104_1_jpeg.rf.3c19421ec49df63f6e60a52bd6282937.jpg,crops/6794_104_1_jpeg.rf.3c19421ec49df63f6e60a52bd6282937__0137.png,number,640,640,113,180,293,252,99,169,307,267,,,,,,pending,,
6485_104_1_jpeg.rf.01301c6f6d2822a34bedc951a56b20b1__0138,train,6485_104_1_jpeg.rf.01301c6f6d2822a34bedc951a56b20b1.jpg,crops/6485_104_1_jpeg.rf.01301c6f6d2822a34bedc951a56b20b1__0138.png,number,640,640,265,189,479,252,248,179,496,265,61147955,0.56,2.21,tesseract:gray,,pending,,
19_104_1_jpg.rf.0d3f40368a658931c73ed5e65af8ddf4__0139,train,19_104_1_jpg.rf.0d3f40368a658931c73ed5e65af8ddf4.jpg,crops/19_104_1_jpg.rf.0d3f40368a658931c73ed5e65af8ddf4__0139.png,number,640,640,154,161,336,229,140,151,350,243,6451172,0.56,2.21,tesseract:otsu,,pending,,
9517_104_0_jpg.rf.334780cd27194bd4a70f5763481ef3f2__0140,train,9517_104_0_jpg.rf.334780cd27194bd4a70f5763481ef3f2.jpg,crops/9517_104_0_jpg.rf.334780cd27194bd4a70f5763481ef3f2__0140.png,number,640,640,64,199,196,262,54,189,206,275,,,,,,pending,,
6168_104_0_jpeg.rf.3a01efa15c38fcaedd12b5e15dbaea30__0141,train,6168_104_0_jpeg.rf.3a01efa15c38fcaedd12b5e15dbaea30.jpg,crops/6168_104_0_jpeg.rf.3a01efa15c38fcaedd12b5e15dbaea30__0141.png,number,640,640,259,184,468,247,243,174,484,260,40081221,0.56,2.21,tesseract:gray,,pending,,
3283_104_0_jpg.rf.d053b41a30dc9f3a0dd41c6d3cef60ff__0142,validation,3283_104_0_jpg.rf.d053b41a30dc9f3a0dd41c6d3cef60ff.jpg,crops/3283_104_0_jpg.rf.d053b41a30dc9f3a0dd41c6d3cef60ff__0142.png,number,640,640,145,167,332,231,131,157,346,245,62951306,0.5,2.15,tesseract:gray,,pending,,
3473_104_1_jpg.rf.d6543b48bb355b722fd6c65bcf989c49__0143,train,3473_104_1_jpg.rf.d6543b48bb355b722fd6c65bcf989c49.jpg,crops/3473_104_1_jpg.rf.d6543b48bb355b722fd6c65bcf989c49__0143.png,number,640,640,255,185,482,253,237,175,500,267,42295507,0.56,2.21,tesseract:gray,,pending,,
3472_104_0_jpg.rf.dc1d7a68b4c0c26564c664bb8152f4ce__0144,train,3472_104_0_jpg.rf.dc1d7a68b4c0c26564c664bb8152f4ce.jpg,crops/3472_104_0_jpg.rf.dc1d7a68b4c0c26564c664bb8152f4ce__0144.png,number,640,640,66,178,166,240,58,169,174,253,45177748,0.56,2.21,tesseract:gray,,pending,,
9526_104_1_jpg.rf.020fc8f18a3e59e7a3b555c94e82bad1__0145,train,9526_104_1_jpg.rf.020fc8f18a3e59e7a3b555c94e82bad1.jpg,crops/9526_104_1_jpg.rf.020fc8f18a3e59e7a3b555c94e82bad1__0145.png,number,640,640,195,172,382,242,181,161,396,257,,,,,,pending,,
3451_104_0_jpg.rf.ab337b2c9a8945dbf9c4db1581a0f38c__0146,train,3451_104_0_jpg.rf.ab337b2c9a8945dbf9c4db1581a0f38c.jpg,crops/3451_104_0_jpg.rf.ab337b2c9a8945dbf9c4db1581a0f38c__0146.png,number,640,640,111,170,262,238,99,160,274,252,6371883,0.5,2.15,tesseract:gray,,pending,,
6498_104_1_jpg.rf.2c24c28d258e9a185bfeefb738e55fdc__0147,train,6498_104_1_jpg.rf.2c24c28d258e9a185bfeefb738e55fdc.jpg,crops/6498_104_1_jpg.rf.2c24c28d258e9a185bfeefb738e55fdc__0147.png,number,640,640,212,191,428,249,195,182,445,261,6416622,0.5,2.15,tesseract:gray,,pending,,
6730_104_1_jpg.rf.7f3e725673dd36c62f6432ae43ca20d1__0148,train,6730_104_1_jpg.rf.7f3e725673dd36c62f6432ae43ca20d1.jpg,crops/6730_104_1_jpg.rf.7f3e725673dd36c62f6432ae43ca20d1__0148.png,number,640,640,357,195,615,256,337,186,635,269,654052,0.5,1.47,tesseract:gray,,pending,,
2656_104_0_jpg.rf.3a92aee5f782a29e18eb6994abdf9756__0149,train,2656_104_0_jpg.rf.3a92aee5f782a29e18eb6994abdf9756.jpg,crops/2656_104_0_jpg.rf.3a92aee5f782a29e18eb6994abdf9756__0149.png,number,640,640,234,195,468,259,216,185,486,273,60164017,0.56,2.21,tesseract:gray,,pending,,
6849_104_0_jpg.rf.b7f1524835668566da6488c7c29c5168__0150,validation,6849_104_0_jpg.rf.b7f1524835668566da6488c7c29c5168.jpg,crops/6849_104_0_jpg.rf.b7f1524835668566da6488c7c29c5168__0150.png,number,640,640,128,200,354,272,110,189,372,287,33890987,0.5,2.15,tesseract:gray,,pending,,
2471_104_0_jpg.rf.c0e341f7f4e1f0ad6a5e83fcede2e6ea__0151,train,2471_104_0_jpg.rf.c0e341f7f4e1f0ad6a5e83fcede2e6ea.jpg,crops/2471_104_0_jpg.rf.c0e341f7f4e1f0ad6a5e83fcede2e6ea__0151.png,number,640,640,102,171,266,235,89,161,279,249,64533177,0.56,2.21,tesseract:gray,,pending,,
113_104_0_jpg.rf.64f282b7edd7dfe91ba8f0cc7ee49407__0152,train,113_104_0_jpg.rf.64f282b7edd7dfe91ba8f0cc7ee49407.jpg,crops/113_104_0_jpg.rf.64f282b7edd7dfe91ba8f0cc7ee49407__0152.png,number,640,640,68,178,199,245,58,168,209,259,,,,,,pending,,
5452_104_0_jpg.rf.d5b9b7581993ee5e3bced5f58e295dc2__0153,train,5452_104_0_jpg.rf.d5b9b7581993ee5e3bced5f58e295dc2.jpg,crops/5452_104_0_jpg.rf.d5b9b7581993ee5e3bced5f58e295dc2__0153.png,number,640,640,70,181,198,243,60,172,208,256,5100038,0.5,2.15,tesseract:gray,,pending,,
2722_104_0_jpg.rf.605f280db766a8db9eff6f931a59830a__0154,train,2722_104_0_jpg.rf.605f280db766a8db9eff6f931a59830a.jpg,crops/2722_104_0_jpg.rf.605f280db766a8db9eff6f931a59830a__0154.png,number,640,640,134,180,326,248,119,170,341,262,63187686,0.56,2.21,tesseract:gray,,pending,,
3463_104_1_jpg.rf.77449283ccdf9e1c4efbcd502a95f001__0155,train,3463_104_1_jpg.rf.77449283ccdf9e1c4efbcd502a95f001.jpg,crops/3463_104_1_jpg.rf.77449283ccdf9e1c4efbcd502a95f001__0155.png,number,640,640,285,190,513,252,267,181,531,265,6453476,0.56,2.21,tesseract:gray,,pending,,
6105_104_1_jpg.rf.4d265d6e57165bae18f5bd8ea63a77ef__0156,train,6105_104_1_jpg.rf.4d265d6e57165bae18f5bd8ea63a77ef.jpg,crops/6105_104_1_jpg.rf.4d265d6e57165bae18f5bd8ea63a77ef__0156.png,number,640,640,218,207,453,269,200,198,471,282,40166563,0.5,2.15,tesseract:gray,,pending,,
2754_104_1_jpg.rf.7f7992ba66535bf876174a8a06da5ce9__0157,train,2754_104_1_jpg.rf.7f7992ba66535bf876174a8a06da5ce9.jpg,crops/2754_104_1_jpg.rf.7f7992ba66535bf876174a8a06da5ce9__0157.png,number,640,640,304,198,544,263,285,188,563,277,60164019,0.56,2.21,tesseract:otsu,,pending,,
6255_104_1_jpg.rf.9d716719c2ff790525271fbe42c87419__0158,train,6255_104_1_jpg.rf.9d716719c2ff790525271fbe42c87419.jpg,crops/6255_104_1_jpg.rf.9d716719c2ff790525271fbe42c87419__0158.png,number,640,640,116,218,324,282,100,208,340,296,523R0478,0.5,1.3137,tesseract:otsu,,pending,,
6785_104_0_jpg.rf.15cf6d3c3f0ad7ad3b2e05f6dcae6d61__0159,train,6785_104_0_jpg.rf.15cf6d3c3f0ad7ad3b2e05f6dcae6d61.jpg,crops/6785_104_0_jpg.rf.15cf6d3c3f0ad7ad3b2e05f6dcae6d61__0159.png,number,640,640,97,185,272,255,83,174,286,270,4047427,0.56,2.21,tesseract:gray,,pending,,
6830_104_1_jpg.rf.2a52d9c321e202d5f508ca9a46340e0c__0160,train,6830_104_1_jpg.rf.2a52d9c321e202d5f508ca9a46340e0c.jpg,crops/6830_104_1_jpg.rf.2a52d9c321e202d5f508ca9a46340e0c__0160.png,number,640,640,148,183,368,248,131,173,385,262,63072938,0.56,2.21,tesseract:gray,,pending,,
2461_104_0_jpg.rf.757c652e662a6c518e856a6d6c3484b9__0161,train,2461_104_0_jpg.rf.757c652e662a6c518e856a6d6c3484b9.jpg,crops/2461_104_0_jpg.rf.757c652e662a6c518e856a6d6c3484b9__0161.png,number,640,640,49,188,138,252,42,178,145,266,,,,,,pending,,
6505_104_0_jpg.rf.308c9711c25559f74a952bf4b0ed2be0__0162,train,6505_104_0_jpg.rf.308c9711c25559f74a952bf4b0ed2be0.jpg,crops/6505_104_0_jpg.rf.308c9711c25559f74a952bf4b0ed2be0__0162.png,number,640,640,50,178,165,245,41,168,174,259,0962034,0.56,2.21,tesseract:otsu,,pending,,
6314_104_0_jpg.rf.f70f678be298b070b143129f3a6333f8__0163,validation,6314_104_0_jpg.rf.f70f678be298b070b143129f3a6333f8.jpg,crops/6314_104_0_jpg.rf.f70f678be298b070b143129f3a6333f8__0163.png,number,640,640,99,178,254,248,87,167,266,263,,,,,,pending,,
